DateTime,EnergyConsumption
2023-02-03 11:19:27.139450,90.00777752048714
2023-02-03 12:19:27.139450,45.95946780286653
2023-02-03 13:19:27.139450,34.5898430407311
2023-02-03 14:19:27.139450,4.356281643393922
2023-02-03 15:19:27.139450,41.793704621782034
2023-02-03 16:19:27.139450,48.11340554144711
2023-02-03 17:19:27.139450,45.42907498448538
2023-02-03 18:19:27.139450,74.643499730042
2023-02-03 19:19:27.139450,98.93169663073333
2023-02-03 20:19:27.139450,42.06090041834464
2023-02-03 21:19:27.139450,30.545430939214125
2023-02-03 22:19:27.139450,54.81342983920773
2023-02-03 23:19:27.139450,25.3712286725125
2023-02-04 00:19:27.139450,60.88779490759546
2023-02-04 01:19:27.139450,55.58309247175549
2023-02-04 02:19:27.139450,59.90059114190802
2023-02-04 03:19:27.139450,60.708381424541415
2023-02-04 04:19:27.139450,51.14330468448749
2023-02-04 05:19:27.139450,85.62955009928545
2023-02-04 06:19:27.139450,58.26673757146855
2023-02-04 07:19:27.139450,0.3323131990042416
2023-02-04 08:19:27.139450,73.48561739239791
2023-02-04 09:19:27.139450,15.514215903225681
2023-02-04 10:19:27.139450,28.79733892146743
2023-02-04 11:19:27.139450,79.21355982844973
2023-02-04 12:19:27.139450,70.49021381338989
2023-02-04 13:19:27.139450,55.02701607717071
2023-02-04 14:19:27.139450,68.28595226734836
2023-02-04 15:19:27.139450,49.422505803722274
2023-02-04 16:19:27.139450,34.6827183583581
2023-02-04 17:19:27.139450,19.677121115324937
2023-02-04 18:19:27.139450,64.05276289140119
2023-02-04 19:19:27.139450,23.88991331571041
2023-02-04 20:19:27.139450,36.6835514544073
2023-02-04 21:19:27.139450,73.37474643577987
2023-02-04 22:19:27.139450,86.7527278529541
2023-02-04 23:19:27.139450,57.41119324856615
2023-02-05 00:19:27.139450,10.276084494246119
2023-02-05 01:19:27.139450,88.1620992176401
2023-02-05 02:19:27.139450,66.70298012850995
2023-02-05 03:19:27.139450,62.50598350288264
2023-02-05 04:19:27.139450,57.633617796427494
2023-02-05 05:19:27.139450,17.20039440837019
2023-02-05 06:19:27.139450,35.7681752690924
2023-02-05 07:19:27.139450,45.39851830835331
2023-02-05 08:19:27.139450,93.1199872732985
2023-02-05 09:19:27.139450,54.483621689403314
2023-02-05 10:19:27.139450,52.66954366823134
2023-02-05 11:19:27.139450,22.702821435928357
2023-02-05 12:19:27.139450,37.440941773797235
2023-02-05 13:19:27.139450,80.21536628586584
2023-02-05 14:19:27.139450,97.3434815785883
2023-02-05 15:19:27.139450,57.854112856385406
2023-02-05 16:19:27.139450,30.261538352676563
2023-02-05 17:19:27.139450,36.63107593102798
2023-02-05 18:19:27.139450,73.06333654386913
2023-02-05 19:19:27.139450,32.93634146457174
2023-02-05 20:19:27.139450,52.26625029536704
2023-02-05 21:19:27.139450,93.18630059396143
2023-02-05 22:19:27.139450,18.98407221146845
2023-02-05 23:19:27.139450,69.87020321201453
2023-02-06 00:19:27.139450,28.808280065831717
2023-02-06 01:19:27.139450,76.84617917649499
2023-02-06 02:19:27.139450,21.759467559204527
2023-02-06 03:19:27.139450,50.78406371355347
2023-02-06 04:19:27.139450,41.63679876783984
2023-02-06 05:19:27.139450,18.712998756714583
2023-02-06 06:19:27.139450,4.214076507934605
2023-02-06 07:19:27.139450,68.60801463203028
2023-02-06 08:19:27.139450,2.869054151969075
2023-02-06 09:19:27.139450,25.24679122268084
2023-02-06 10:19:27.139450,80.85309042670323
2023-02-06 11:19:27.139450,95.00630948891057
2023-02-06 12:19:27.139450,8.033146342690001
2023-02-06 13:19:27.139450,17.15959005913612
2023-02-06 14:19:27.139450,49.81487954812395
2023-02-06 15:19:27.139450,89.72517868160794
2023-02-06 16:19:27.139450,97.89723029614345
2023-02-06 17:19:27.139450,79.48660894584869
2023-02-06 18:19:27.139450,90.82369048509113
2023-02-06 19:19:27.139450,65.09930870182663
2023-02-06 20:19:27.139450,54.3406860886384
2023-02-06 21:19:27.139450,1.9156621367087512
2023-02-06 22:19:27.139450,63.3148485371585
2023-02-06 23:19:27.139450,74.66669809892531
2023-02-07 00:19:27.139450,72.57478187524235
2023-02-07 01:19:27.139450,28.535741092962063
2023-02-07 02:19:27.139450,59.80953505603406
2023-02-07 03:19:27.139450,3.8994888700670804
2023-02-07 04:19:27.139450,82.91958556223422
2023-02-07 05:19:27.139450,44.58268184525619
2023-02-07 06:19:27.139450,92.59772279645885
2023-02-07 07:19:27.139450,11.923846710614939
2023-02-07 08:19:27.139450,27.55839720074341
2023-02-07 09:19:27.139450,69.44291277851072
2023-02-07 10:19:27.139450,26.641275977354862
2023-02-07 11:19:27.139450,84.76007651840904
2023-02-07 12:19:27.139450,1.3922579428642279
2023-02-07 13:19:27.139450,17.552322037341106
2023-02-07 14:19:27.139450,89.77357234701711
2023-02-07 15:19:27.139450,31.89073766019721
2023-02-07 16:19:27.139450,19.224121433761898
2023-02-07 17:19:27.139450,17.69870432898487
2023-02-07 18:19:27.139450,77.85630515031741
2023-02-07 19:19:27.139450,76.4466188475591
2023-02-07 20:19:27.139450,74.33495018313504
2023-02-07 21:19:27.139450,53.17714477296822
2023-02-07 22:19:27.139450,38.22199613921667
2023-02-07 23:19:27.139450,21.152379395868003
2023-02-08 00:19:27.139450,90.33466671071949
2023-02-08 01:19:27.139450,28.297287715799612
2023-02-08 02:19:27.139450,73.64610378981133
2023-02-08 03:19:27.139450,87.8529334350237
2023-02-08 04:19:27.139450,71.47160173991924
2023-02-08 05:19:27.139450,30.134620675076306
2023-02-08 06:19:27.139450,40.36342253923969
2023-02-08 07:19:27.139450,22.189474307232203
2023-02-08 08:19:27.139450,88.9933746379327
2023-02-08 09:19:27.139450,19.266721793398965
2023-02-08 10:19:27.139450,0.1491134079459
2023-02-08 11:19:27.139450,18.359085957448617
2023-02-08 12:19:27.139450,40.400982320964665
2023-02-08 13:19:27.139450,67.1981838477071
2023-02-08 14:19:27.139450,71.87188290751781
2023-02-08 15:19:27.139450,49.740182265884016
2023-02-08 16:19:27.139450,54.840595007230405
2023-02-08 17:19:27.139450,16.20331137593638
2023-02-08 18:19:27.139450,85.67134966332786
2023-02-08 19:19:27.139450,45.30133119784037
2023-02-08 20:19:27.139450,64.26943392127792
2023-02-08 21:19:27.139450,45.74330047642219
2023-02-08 22:19:27.139450,30.949867757037254
2023-02-08 23:19:27.139450,66.03679135826222
